energy,generation,msd
-4.669965744018555,0,0.0
-4.717870394388835,1,0.47400257394744805
-4.403044700622559,2,0.5830659503935854
-4.685849507649739,2,0.448075431416487
-4.7650909423828125,2,0.41751425778918144
-4.584168434143066,2,0.4815121267097229
-4.688178380330403,3,0.5612120766013592
-4.712362289428711,3,0.6207027089506876
-3.9952481587727866,2,0.9787372030641149
-4.718318939208984,2,0.34350259531905963
-3.9736382166544595,3,0.9356276382230968
-4.19036865234375,3,0.8008885812801738
-4.764241854349772,3,0.46769291693105725
-4.691689809163411,4,0.4258301213099959
-4.428945223490397,3,0.6874431142617726
-4.40831979115804,3,0.921677335801309
-4.312037467956543,4,0.7813745938260933
-4.727643648783366,4,0.47847606678481
-4.645181337992351,4,0.53709096823189
-4.737324078877767,5,0.5668461368038521
-3.84905211130778,3,0.9020509803953428
-4.725297927856445,6,0.4822836692719934
-4.388924916585286,4,0.6697097130319024
-4.766437848409017,4,0.8122552277671401
-4.668850898742676,5,0.7847828547699609
-4.383503595987956,6,0.7827972957821009
-4.458366394042969,5,0.5480373994224523
-4.46051565806071,3,0.5660322314031312
-3.9998556772867837,6,0.7955661545764068
-4.663978258768718,5,0.5126852170279905
-4.09458605448405,4,0.831993042042369
-4.7176510492960615,6,0.599399596201391
-4.637795448303223,4,0.5305724712719962
-4.279645284016927,7,0.9588168315060009
-4.451663017272949,6,0.7098186189638694
-4.568107604980469,4,0.718264808586437
-4.417675654093425,5,0.8373256448009728
-4.390109697977702,3,0.6208578852341888
-4.388734181722005,4,0.5607507869412142
-4.658688227335612,7,0.8296276618263073
-4.294909477233887,6,0.9279695402021272
-4.669841130574544,5,0.5784253804365433
-4.684290885925293,7,0.6721219054725385
-4.6785580317179365,6,0.7699426985150443
-4.612102190653483,8,0.7667450308289586
-4.305112520853679,7,0.9616077189260532
-4.751993497212728,2,0.410884299789279
-4.723950068155925,5,0.5778321541012849
-4.599135398864746,7,0.6080791189554655
-4.36656125386556,4,0.7064416866661049
-4.379639943440755,5,0.9387008083115735
-3.965918223063151,4,1.0662207922410671
-4.311611175537109,5,1.1468032291227155
-4.4444684982299805,2,0.5884305301658094
-4.671491305033366,3,0.473778424913511
-4.372941335042317,3,0.7820315793656626
-4.542330741882324,5,0.7540015727068207
-4.735146204630534,4,0.4242342206525535
-4.584530512491862,5,0.7059291660087507
-4.543383916219075,6,0.8197773522407342
-4.464709917704265,5,0.7324280037345375
-4.4688059488932295,5,0.8612824896297923
-4.370210965474446,5,0.741873373178436
-4.770916938781738,4,0.4350241985977559
-4.708328564961751,6,0.5478184545994816
-4.127443949381511,4,0.904838617910691
-4.525071461995442,5,0.6475484640122372
-4.1654408772786455,3,0.8511042253632622
-4.754950523376465,5,0.4534370986084726
-4.761219342549642,6,0.6901563992160865
-4.50741449991862,4,0.5996053996579064
-4.416113535563151,4,0.7546358610398549
-4.674070040384929,3,0.4569944604583169
-4.762936592102051,6,0.4771222784737626
-4.452914555867513,5,0.8199409371864105
-4.549162864685059,4,0.49949044520575453
-4.758614857991536,4,0.5747402594639479
-4.2635345458984375,4,0.9112264225836276
-4.3966569900512695,4,0.841094488925668
-4.722525278727214,6,0.5838123278842281
-4.781063079833984,5,0.6274265629557735
-4.695632616678874,5,0.6996375553837058
-4.51402219136556,7,0.7355463572632562
-4.710391362508138,5,0.601544241307617
-4.598159154256185,3,0.4216055528722619
-4.396888732910156,8,0.9156018545566768
-4.199350992838542,6,1.2133946063135483
-4.014507293701172,6,0.8352435132427809
-4.461191177368164,5,0.5748617453006785
-4.6182858149210615,3,0.39094585492703976
-4.196128845214844,4,0.7078104280137113
-4.535391171773274,6,0.6255569315201961
-4.511938412984212,4,0.7871922167969907
-4.3153940836588545,7,0.8815534454258276
-4.255017598470052,5,0.8745255215372952
-4.645805676778157,7,0.6024036356155625
-4.104324658711751,6,0.8278081084251818
-4.536055564880371,7,0.8633378214545328
-4.458550771077474,6,0.6827974754070221
-4.34932295481364,8,1.2419416965318433
-4.314464251200358,6,0.849444733218458
-4.0411176681518555,7,0.8550990556512441
-4.592042605082194,5,0.5566038976149252
-4.768964131673177,5,0.4443992398309537
-4.680813153584798,7,0.8044588934147209
-4.386797904968262,7,0.7006804668485659
-4.36991818745931,8,0.9347589633825667
-4.664961179097493,6,0.5515556342090376
-4.799604415893555,4,0.38638341605467996
-4.444751421610515,8,0.8989049234486011
-4.72533384958903,3,0.5456041254934311
-4.024462699890137,5,0.7888399672710333
-3.7984021504720054,5,1.2650099988930654
-4.492713610331218,7,0.6653115326222815
-4.639825820922852,4,0.4913220672967488
-4.801153818766276,5,0.5203729387437112
-4.121899286905925,3,0.688079776231516
-4.463315963745117,6,0.6747687327185631
-4.310027122497559,5,0.6650246652785353
-3.977793057759603,6,0.9425685002916598
-4.572433153788249,3,0.7569756330543124
-4.22585932413737,5,1.0090303894188215
-4.372847239176433,6,0.8632843575449524
-4.453276952107747,5,0.8075910782575805
-4.763038953145345,6,0.5180933377073783
-4.717305819193522,5,0.6288520547025582
-4.3072764078776045,5,0.8607896829660512
-4.290748278299968,7,0.808598143507143
-4.138692537943522,7,0.9624880416284528
-4.739448547363281,6,0.6342039126297753
-4.313606897989909,5,0.6911792362545777
-4.786339124043782,6,0.7929624413484849
-4.791496276855469,6,0.7847835177984926
-4.237668991088867,7,1.1832919909623865
-4.770659446716309,6,0.5954416412834275
-4.531708717346191,7,0.7310857698033285
-4.640151341756185,8,0.6985377654772655
-4.594934463500977,7,0.6609880437554637
-4.642263412475586,6,0.4187744745944932
-4.558756510416667,7,0.7730174997513916
-4.6457570393880205,9,0.8494257589874058
-4.7898743947347,7,0.5124999991897163
-4.159175872802734,6,0.9252923003964758
-4.765546798706055,8,0.8063927851079932
-4.501120885213216,8,0.9242245621227024
-4.548398653666179,5,0.5965633341646437
-4.5590025583903,5,0.6302329614108038
-4.286141713460286,7,0.8889866879195697
-4.2861588795979815,5,0.8103962431819701
-4.710995992024739,4,0.51124880848077
-4.282939592997233,5,0.7045301670411538
-4.664609273274739,8,0.7976709856726968
-4.756639798482259,7,0.5667251021384566
-4.229199091593425,9,1.094047773127391
-4.69362735748291,5,0.4956141238363901
-4.399896303812663,9,0.8521046211221046
-4.751767794291179,8,0.6438303131066648
-4.588242530822754,6,0.5797577864037387
-4.736147880554199,5,0.5075107978637381
-4.669436772664388,3,0.5790165796005701
-4.291464169820149,7,0.9145805211835903
-4.805156389872233,7,0.5168224403646159
-4.260733922322591,6,0.9208085865768957
-4.583592414855957,6,0.7992703226914492
-4.3761246999104815,8,0.9283453956678
-4.519209543863933,8,0.7743485884781144
-4.456794738769531,4,0.7666390348737787
-4.743757247924805,7,0.5753310453399033
-4.527403831481934,9,0.8592076915856302
-4.541496276855469,8,0.7306490797393558
-4.698760986328125,6,0.6623790297059647
-3.811687469482422,9,1.1030356537801211
-4.192877133687337,7,0.7963532748275209
-4.715686480204265,5,0.6784974865838892
-4.735721270243327,7,0.8483393759385552
-4.788754781087239,5,0.4997069406021555
-3.8783047993977866,6,0.8721809049342929
-4.703084309895833,5,0.5146678941946184
-4.421011606852214,7,0.9495706355344186
-4.5699812571207685,2,0.482204057973772
-4.104665438334147,6,0.7501898753413422
-4.465586026509603,8,0.8537040140581404
-4.3964385986328125,9,0.9401097445460674
-4.671047528584798,7,0.49042660296034724
-4.723254839579265,7,0.6761785946767032
-4.188674608866374,6,0.8648921649919091
-4.445405960083008,6,0.6263978886885272
-4.640726725260417,6,0.5886995746906479
-4.624314943949382,5,0.7039468047147414
-4.514673233032227,8,0.71757054206298
-4.752354621887207,8,0.576345114234097
-4.330197334289551,6,0.8837198828460409
-4.619525909423828,7,0.8480674555013618
-4.57551638285319,6,0.7176127725576716
-4.719720204671224,7,0.7514544255152983
-4.521725972493489,8,0.80703682386723
-4.762983957926433,7,0.5629896272072531
-4.349136670430501,5,0.8808622079630238
-4.403477032979329,8,1.1971813595972358
-4.5890248616536455,6,0.6175854911318371
-4.587337811787923,8,0.7293350464031905
-4.680383046468099,6,0.555619289775415
-4.259025891621907,10,1.049369363655913
-4.365902582804362,9,0.9091649899689633
-4.477792104085286,5,0.7634494296508169
-4.595724423726399,5,0.6380168110840555
-3.7912813822428384,9,1.3933254214120767
-4.559134165445964,9,0.8646032607186286
-3.9856268564860025,7,1.071082775810231
-4.465312321980794,5,0.7539712254638543
-4.700753847757976,7,0.6859635211651005
-3.988133430480957,6,0.8251647733083454
-4.730881055196126,6,0.646217100158261
-4.237383206685384,8,0.7928056397063639
-4.261567115783691,7,0.7212159863168365
-4.215504010518392,8,0.7978434153203384
-4.140420595804851,10,1.3451583047574835
-4.557967185974121,5,0.633050683168103
-4.359628995259603,9,0.9356513643583065
-4.629443168640137,7,0.687997478246856
-4.6467539469401045,4,0.4416532158949664
-4.490468343098958,6,0.7445869352872355
-4.504407246907552,4,0.7803745398462324
-4.739308039347331,4,0.4581970286080869
-4.620346387227376,9,0.8138489019883194
-4.537295977274577,5,0.5533812319550226
-4.669600168863933,8,0.6417272173175456
-4.615876833597819,7,0.7034009680916666
-4.435543378194173,8,0.9586931288375548
-4.61612065633138,8,0.7725606114496121
-4.779432614644368,6,0.6208840688853715
-4.382714589436849,5,0.9099747032137638
-4.081187884012858,7,0.8297563121391628
-4.747301737467448,8,0.6181197374990145
-4.561729749043782,6,0.6088636897689996
-4.709260940551758,8,0.5841961077924739
-4.247059186299642,6,0.7221822800862977
-3.886628786722819,10,1.1749571846701727
-4.458669344584147,3,0.6013340730523273
-4.686090469360352,6,0.5241188206124727
-4.799527168273926,5,0.572117165443199
-4.130286534627278,11,1.5509296016217595
-4.233395576477051,7,0.8629246624380134
-4.754477818806966,5,0.5629624652185082
-4.587806383768718,6,0.7199687584420182
-4.527551015218099,9,0.968768763798237
-4.489022890726726,9,0.8644484955971278
-4.456460634867351,8,0.999718624318934
-4.643435478210449,2,0.5259907731273885
-4.594539324442546,8,0.8086733798863607
-4.71389643351237,4,0.47475800023058934
-4.751657803853353,1,0.3432496540621788
-4.337592124938965,8,1.0105453446529948
-4.735435803731282,8,0.6781883028596303
-4.764901161193848,8,0.6607415298561311
-4.765432675679524,7,0.5127305634357904
-4.751634915669759,7,0.5419950628688671
-4.218879381815593,8,0.7324868677383369
-4.828875541687012,6,0.6716721431584567
-4.37285836537679,5,0.9822264756752185
-4.292149543762207,7,1.0666965001884583
-4.783956845601399,6,0.7420905175931427
-4.532986323038737,6,0.6663588157329056
-4.20341142018636,8,0.886514107474587
-4.786303838094075,6,0.4318486817986103
-4.668979008992513,7,0.5146788916631416
-4.718011856079102,7,0.733260552857233
-4.494289716084798,8,0.8003095329503922
-4.488102912902832,7,0.7086567931108583
-4.454824447631836,8,0.9244648661506857
-4.256265322367351,4,0.9240326625146872
-4.096899350484212,7,1.029982156257078
-4.496773401896159,6,0.7549205245438988
-4.174482663472493,9,1.1112952928670816
-4.264626502990723,8,0.9896390212999591
-4.813364346822103,7,0.5535164752006105
-4.4066775639851885,9,0.9557673019111533
-4.563092231750488,6,0.6644663930289979
-3.923466682434082,7,0.8090097489809013
-4.683553695678711,9,0.7077987107934618
-4.655624707539876,7,0.5193210635992903
-4.685425440470378,9,0.6326301504355453
-4.756253560384114,5,0.4630405376228448
-4.319577534993489,7,0.9753888621777822
