       3       7
       4      60
       5     203
       6     250
       7     226
       8     178
       9     153
      10     110
      11      81
      12      50
       3       5
       4      66
       5     188
       6     236
       7     203
       8     156
       9     183
      10     111
      11      98
      12      76
       3       3
       4      67
       5     213
       6     240
       7     225
       8     143
       9     149
      10     102
      11      82
      12      47
       3       6
       4      60
       5     192
       6     260
       7     200
       8     149
       9     151
      10     109
      11     107
      12      73
       3       5
       4      56
       5     218
       6     248
       7     216
       8     180
       9     157
      10      95
      11      79
      12      51
       3       5
       4      77
       5     206
       6     254
       7     219
       8     181
       9     154
      10     134
      11      86
      12      51
       3       5
       4      79
       5     198
       6     238
       7     194
       8     173
       9     149
      10     129
      11      85
      12      79
       3       4
       4      84
       5     210
       6     256
       7     224
       8     186
       9     165
      10      78
      11      92
      12      44
       3       4
       4      66
       5     261
       6     254
       7     252
       8     149
       9     125
      10     116
      11      76
      12      53
       3       7
       4      84
       5     214
       6     258
       7     271
       8     168
       9     169
      10     128
      11      74
      12      50
       3       4
       4      59
       5     245
       6     223
       7     220
       8     134
       9     157
      10      89
      11      87
      12      57
       3       6
       4      89
       5     208
       6     251
       7     198
       8     176
       9     137
      10     105
      11     108
      12      59
       3       3
       4      81
       5     234
       6     231
       7     226
       8     173
       9     128
      10     115
      11      87
      12      48
       3       6
       4      62
       5     206
       6     249
       7     225
       8     185
       9     141
      10     125
      11     102
      12      55
       3       3
       4      70
       5     229
       6     279
       7     254
       8     172
       9     149
      10     102
      11      98
      12      34
       3       5
       4      68
       5     218
       6     225
       7     209
       8     146
       9     149
      10     105
      11      74
      12      42
       3       1
       4      69
       5     241
       6     243
       7     196
       8     183
       9     119
      10     140
      11      93
      12      66
       3       6
       4      65
       5     210
       6     231
       7     210
       8     149
       9     109
      10     114
      11      80
      12      68
       3       9
       4      76
       5     224
       6     268
       7     257
       8     193
       9     149
      10     126
      11      92
      12      51
       3       5
       4      74
       5     192
       6     245
       7     231
       8     171
       9     161
      10     119
      11     100
      12      67
       3       7
       4      69
       5     229
       6     254
       7     222
       8     159
       9     150
      10      79
      11      58
      12      64
       3       5
       4      71
       5     210
       6     237
       7     245
       8     185
       9     121
      10     114
      11      81
      12      44
       3       6
       4      79
       5     218
       6     251
       7     244
       8     172
       9     151
      10      93
      11     103
      12      55
       3       7
       4      76
       5     196
       6     264
       7     233
       8     167
       9     166
